codigo;nome_cliente;telefones;loja;data_cadastro;data_aniversario;data_nascimento;ativo
260;GABRIEL CORREIA OLIVEIRA;41991301870;09 - Capital Distrito;22/06/2026;;;nao
261;AMANDA CORREIA GOMES;47917031637;12 - Bairro Alto Prime;28/10/2022;16/02;;sim
262;GABRIEL FERREIRA PEREIRA;11986299222;06 - Campo Belo Centro;08/10/2021;;;nao
263;PATRICIA CAMPOS CASTRO;62970712084;13 - Rio Claro Distrito;02/03/2023;;;sim
264;LETICIA CARVALHO SANTOS;51981568284;03 - Monte Azul Brands;01/10/2024;;;sim
265;CARLOS NASCIMENTO PEREIRA;51986093817;14 - Baixada Outlet;06/12/2018;23/07;;sim
266;DIEGO CARVALHO FERREIRA;41919718544;13 - Rio Claro Distrito;03/03/2022;06/10;;sim
267;JOSE RIBEIRO RIBEIRO;21991916083;05 - Porto Sereno Praia;28/06/2024;28/02;28/02/1974;sim
268;MARCOS SANTOS TEIXEIRA;62918177202;04 - Porto Leste Aux;19/02/2022;20/06;;sim
269;VITORIA ARAUJO DIAS;62947924116;02 - Vale Verde Brands;19/10/2025;;;sim
270;JOSE CARDOSO CARDOSO;31968399488;07 - Serra Alta Porto;14/02/2022;;;sim
271;LETICIA SOUZA ALMEIDA;48975780985;14 - Baixada Outlet;17/07/2023;23/03;;sim
272;MATEUS SOUZA OLIVEIRA;31974439577;10 - Marina Brands;08/11/2019;24/03;;sim
273;DANIELA CAMPOS OLIVEIRA;61922686147;06 - Campo Belo Centro;25/01/2019;08/06;;sim
274;LARISSA NASCIMENTO SOUZA;61951984376;06 - Campo Belo Centro;15/01/2025;09/11;;sim
275;THIAGO CARVALHO CORREIA;85968051290;11 - Cascata Distrito;24/09/2022;12/10;12/10/1961;sim
276;FELIPE SANTOS OLIVEIRA;62954186889;09 - Capital Distrito;21/06/2026;06/02;06/02/1998;nao
277;JOAO LIMA MARTINS;11986053946;01 - Aurora Prime;20/07/2019;;;nao
278;PEDRO FERREIRA GOMES;62975855194;08 - Riacho Outlet;01/06/2023;;;sim
279;AMANDA ALMEIDA PEREIRA;47996433455;12 - Bairro Alto Prime;09/02/2022;;;nao
280;LETICIA SOUZA BARBOSA;51951722284;15 - Metrô Outlet;14/02/2023;13/08;;sim
281;MARCOS MELO ALMEIDA;85967660027;04 - Porto Leste Aux;11/08/2021;21/11;;nao
282;MARCOS DIAS SILVA;61914414428;08 - Riacho Outlet;20/03/2024;22/11;22/11/1968;sim
283;JOAO MARTINS NASCIMENTO;21937868996;05 - Porto Sereno Praia;15/10/2021;06/01;;sim
284;ALINE TEIXEIRA RODRIGUES;11958558067;07 - Serra Alta Porto;10/06/2024;22/03;;sim
285;LETICIA CORREIA NASCIMENTO;31927543439;14 - Baixada Outlet;21/09/2026;13/10;;sim
286;GUSTAVO OLIVEIRA SILVA;81978758603 / 85949291437;14 - Baixada Outlet;13/02/2023;07/04;07/04/1979;sim
287;FERNANDA NASCIMENTO TEIXEIRA;62950746999;03 - Monte Azul Brands;18/04/2019;27/04;;sim
288;ALINE ALVES GOMES;41918234894;07 - Serra Alta Porto;04/06/2023;06/06;06/06/2006;sim
289;PATRICIA PEREIRA DIAS;47950946573;09 - Capital Distrito;08/01/2020;15/05;15/05/1966;sim
290;ALINE ARAUJO ALVES;11995567753;07 - Serra Alta Porto;27/04/2026;21/12;;sim
291;RODRIGO BARBOSA SANTOS;48963759632;13 - Rio Claro Distrito;04/09/2022;09/09;09/09/1991;sim
292;ISABELA OLIVEIRA SOUZA;81943323610;06 - Campo Belo Centro;06/11/2026;22/12;;sim
293;ISABELA CASTRO OLIVEIRA;41954612710;06 - Campo Belo Centro;13/10/2025;;;sim
294;AMANDA CAMPOS TEIXEIRA;61993691966;10 - Marina Brands;01/01/2018;16/08;;sim
295;AMANDA DIAS CORREIA;21978393479;02 - Vale Verde Brands;09/02/2022;;;sim
296;CAMILA CARDOSO ALMEIDA;41969818021;02 - Vale Verde Brands;08/01/2022;01/04;01/04/1982;sim
297;HELENA SOUZA MARTINS;61911671427;04 - Porto Leste Aux;23/12/2018;28/05;28/05/1986;sim
298;LARISSA RODRIGUES SANTOS;48924809163;13 - Rio Claro Distrito;07/05/2022;05/04;05/04/1987;sim
299;HELENA CAMPOS SANTOS;51918108934;04 - Porto Leste Aux;17/01/2019;27/08;27/08/2004;nao
300;PATRICIA LIMA CORREIA;41939454017;15 - Metrô Outlet;18/12/2024;18/02;18/02/1990;sim
301;LUCAS BARBOSA SILVA;81940353277;03 - Monte Azul Brands;24/11/2026;;;nao
302;PAULO SOUZA CASTRO;85913776993;07 - Serra Alta Porto;01/04/2023;;;sim
303;LUCAS RIBEIRO ALVES;85977433442;02 - Vale Verde Brands;22/05/2018;08/03;08/03/1989;sim
304;CAROLINE OLIVEIRA SANTOS;51910040719;08 - Riacho Outlet;20/12/2025;;;sim
305;BEATRIZ ALVES FERREIRA;11968187447;07 - Serra Alta Porto;27/10/2026;18/01;;sim
306;RAFAEL RODRIGUES FERREIRA;48989767434;12 - Bairro Alto Prime;11/02/2021;;;nao
307;FERNANDA CARVALHO NASCIMENTO;31986577691;04 - Porto Leste Aux;08/08/2025;02/12;02/12/1964;sim
308;JOSE RODRIGUES SANTOS;48910813109;14 - Baixada Outlet;27/09/2021;19/07;19/07/2000;sim
309;PEDRO ROCHA LIMA;81967230322;07 - Serra Alta Porto;07/01/2018;21/07;21/07/2003;sim
310;FELIPE ROCHA ALMEIDA;81932821038;05 - Porto Sereno Praia;06/03/2025;;;sim
311;THIAGO RIBEIRO TEIXEIRA;81960714240;02 - Vale Verde Brands;11/01/2021;03/10;03/10/1960;sim
312;CAROLINE FERREIRA CASTRO;51998167419;13 - Rio Claro Distrito;11/12/2021;;;sim
313;THIAGO ALVES CARVALHO;31911197149 / 62984820676;03 - Monte Azul Brands;22/10/2020;08/11;;sim
314;ISABELA MELO RIBEIRO;71972307369;12 - Bairro Alto Prime;17/08/2023;20/12;;sim
315;MATEUS CARVALHO RODRIGUES;61976601773;06 - Campo Belo Centro;08/12/2018;;;sim
316;VITORIA CARDOSO SANTOS;71983563880;10 - Marina Brands;08/06/2024;19/04;19/04/1999;sim
317;JOSE DIAS GOMES;71920718419 / 11956306774;07 - Serra Alta Porto;06/05/2026;21/01;21/01/2000;nao
318;JULIA SANTOS OLIVEIRA;62932171054;06 - Campo Belo Centro;17/05/2026;06/12;06/12/1979;nao
319;LORENA SANTOS LIMA;85922514352;11 - Cascata Distrito;15/07/2020;;;sim
320;MARIA ALVES CORREIA;62992533365;02 - Vale Verde Brands;25/05/2025;;;sim
321;DIEGO DIAS PEREIRA;81985809723;07 - Serra Alta Porto;03/12/2019;06/11;06/11/2005;sim
322;ANA FERREIRA OLIVEIRA;81984382978 / 21977567071;15 - Metrô Outlet;12/07/2024;21/09;;sim
323;JESSICA CASTRO RIBEIRO;21964893316;15 - Metrô Outlet;14/11/2019;;;sim
324;JOSE CASTRO PEREIRA;71954643471;10 - Marina Brands;26/07/2018;;;sim
325;JOSE CAMPOS LIMA;48972133753 / 41978665885;04 - Porto Leste Aux;01/10/2021;18/02;18/02/1957;sim
326;CAROLINE SILVA FERREIRA;11990368707;02 - Vale Verde Brands;20/04/2024;24/12;24/12/1989;sim
327;VITORIA TEIXEIRA SANTOS;;21949860218;20/08/2026;;;sim
328;RAFAEL SOUZA ROCHA;85991229478;05 - Porto Sereno Praia;26/06/2024;;;nao
329;LUCAS BARBOSA OLIVEIRA;81934957558 / 62995883465;11 - Cascata Distrito;02/08/2022;12/12;;sim
330;LUCAS CORREIA CAMPOS;81992229242;06 - Campo Belo Centro;09/10/2018;23/02;23/02/1972;nao
331;JULIA CORREIA ARAUJO;31948973490;12 - Bairro Alto Prime;09/09/2023;;;sim
332;HELENA SILVA NASCIMENTO;31956114295;12 - Bairro Alto Prime;02/06/2024;21/06;21/06/2001;sim
333;ROBERTA ROCHA ALMEIDA;11991821594;02 - Vale Verde Brands;22/04/2021;15/09;15/09/1959;sim
334;MARCOS SANTOS CORREIA;62933303470;10 - Marina Brands;24/06/2022;;;nao
335;VINICIUS ALVES MARTINS;62981072491;09 - Capital Distrito;14/04/2022;;;sim
336;ALINE GOMES GOMES;47926194235;08 - Riacho Outlet;27/08/2026;03/06;03/06/1987;sim
337;DANIELA FERREIRA CARVALHO;31991313561;15 - Metrô Outlet;17/08/2026;19/06;19/06/1978;sim
338;SOFIA CORREIA LIMA;21926041333 / 81946137599;07 - Serra Alta Porto;12/05/2020;14/02;14/02/1995;sim
339;ISABELA SANTOS ROCHA;51913053235;02 - Vale Verde Brands;06/09/2026;21/07;21/07/1974;nao
340;VINICIUS NASCIMENTO MARTINS;48988128917;08 - Riacho Outlet;22/01/2020;24/11;24/11/2003;sim
341;FERNANDA CORREIA NASCIMENTO;85961170666;12 - Bairro Alto Prime;07/02/2024;16/07;16/07/1989;sim
342;LORENA CARVALHO MELO;41963178558 / 71945019973;10 - Marina Brands;24/02/2021;;;nao
343;VINICIUS GOMES BARBOSA;71982575386;13 - Rio Claro Distrito;28/09/2025;03/06;03/06/1957;sim
344;HELENA DIAS ALVES;48916668316;07 - Serra Alta Porto;20/11/2024;18/09;18/09/1980;sim
345;JOAO GOMES TEIXEIRA;61968827787;13 - Rio Claro Distrito;03/06/2018;14/12;;sim
346;MATEUS RIBEIRO LIMA;51918957757;01 - Aurora Prime;12/05/2018;;;sim
347;THIAGO ALVES CARVALHO;47991080649;03 - Monte Azul Brands;26/03/2026;;;sim
348;JESSICA ROCHA LIMA;61934358833;02 - Vale Verde Brands;28/11/2023;13/10;;sim
349;RAFAEL RIBEIRO CARVALHO;81920512481;13 - Rio Claro Distrito;23/04/2020;13/10;;nao
350;ISABELA RIBEIRO RODRIGUES;62967412660;15 - Metrô Outlet;05/01/2020;01/11;01/11/2003;sim
351;HELENA ALVES CARVALHO;48981487907;01 - Aurora Prime;19/07/2020;03/05;03/05/1978;sim
352;CARLOS LIMA CASTRO;11972306925;04 - Porto Leste Aux;08/10/2020;03/10;;sim
353;JOAO SANTOS FERREIRA;62964630123;06 - Campo Belo Centro;17/04/2023;27/02;27/02/1988;nao
354;THIAGO CARVALHO TEIXEIRA;11933114061;05 - Porto Sereno Praia;06/01/2022;;;nao
355;GUSTAVO GOMES ROCHA;;48939622934;04/06/2026;27/01;;nao
356;AMANDA NASCIMENTO BARBOSA;11983660627 / 85928036395;01 - Aurora Prime;22/02/2019;15/03;15/03/1998;sim
357;PEDRO SOUZA MELO;31926954269;05 - Porto Sereno Praia;18/08/2020;;;sim
358;CAMILA RIBEIRO CARVALHO;48981783847;07 - Serra Alta Porto;09/10/2020;03/12;03/12/1962;nao
359;GUSTAVO RIBEIRO CARVALHO;31945016023;12 - Bairro Alto Prime;03/10/2019;;;sim
360;BRUNA CASTRO DIAS;31995540332;08 - Riacho Outlet;17/10/2022;;;sim
361;DIEGO FERREIRA ARAUJO;51973734421;01 - Aurora Prime;24/06/2018;18/10;18/10/2003;sim
362;CARLOS ROCHA RIBEIRO;61999319747;02 - Vale Verde Brands;22/01/2023;25/07;25/07/1961;nao
363;BRUNA SOUZA ROCHA;47999433778;02 - Vale Verde Brands;17/07/2019;16/03;;nao
364;BRUNA CAMPOS ARAUJO;47964337527;14 - Baixada Outlet;25/07/2020;20/09;20/09/1972;sim
365;JOSE CARDOSO DIAS;51998950496;09 - Capital Distrito;27/01/2019;;;sim
366;ANA RODRIGUES CARVALHO;61984242805;08 - Riacho Outlet;12/04/2019;25/07;25/07/1966;sim
367;VITORIA CARVALHO LIMA;81997402760;08 - Riacho Outlet;12/11/2020;;;nao
368;RAFAEL SOUZA SILVA;31973317016;01 - Aurora Prime;21/12/2025;16/10;;sim
369;LETICIA NASCIMENTO PEREIRA;21953788741;03 - Monte Azul Brands;12/04/2021;21/06;21/06/1989;nao
370;GUSTAVO RODRIGUES RODRIGUES;48959073774;02 - Vale Verde Brands;14/01/2025;;;sim
371;THIAGO CARVALHO TEIXEIRA;61985541050;10 - Marina Brands;06/09/2018;;;sim
372;GUSTAVO SILVA OLIVEIRA;81940535810;08 - Riacho Outlet;12/12/2024;05/06;;sim
373;THIAGO BARBOSA DIAS;71995314917;15 - Metrô Outlet;26/09/2022;16/11;16/11/1996;sim
374;FERNANDA CAMPOS NASCIMENTO;11939476458;12 - Bairro Alto Prime;23/07/2022;21/12;21/12/1961;sim
375;JULIA ALVES DIAS;61930366959;05 - Porto Sereno Praia;10/12/2019;11/12;;sim
376;THIAGO CORREIA CASTRO;47920828573;03 - Monte Azul Brands;18/11/2021;26/03;;sim
377;LARISSA CARDOSO OLIVEIRA;81918988457;14 - Baixada Outlet;17/06/2026;12/12;12/12/1961;sim
378;VITORIA CARDOSO RIBEIRO;71993566771;08 - Riacho Outlet;28/01/2022;14/12;14/12/1997;sim
379;BEATRIZ NASCIMENTO PEREIRA;62995618069;03 - Monte Azul Brands;05/04/2025;11/07;11/07/1966;sim
380;HELENA TEIXEIRA CORREIA;62967788898;03 - Monte Azul Brands;03/11/2019;11/05;11/05/1962;sim
381;JOSE FERREIRA TEIXEIRA;85976727484;11 - Cascata Distrito;25/10/2025;;;sim
382;LETICIA ARAUJO GOMES;48921537857;15 - Metrô Outlet;26/10/2020;17/10;17/10/2007;sim
383;MATEUS TEIXEIRA ALVES;47986298694;04 - Porto Leste Aux;01/09/2020;01/02;01/02/1987;sim
384;PATRICIA ROCHA OLIVEIRA;51940092339;11 - Cascata Distrito;06/06/2021;27/06;;sim
385;RODRIGO DIAS ALMEIDA;21990485229;11 - Cascata Distrito;22/01/2023;24/06;24/06/1971;sim
386;CARLOS BARBOSA TEIXEIRA;71934615266;06 - Campo Belo Centro;19/10/2021;16/06;16/06/1972;sim
387;JULIA ALMEIDA PEREIRA;21936857675;09 - Capital Distrito;23/07/2019;;;nao
388;GABRIEL RIBEIRO PEREIRA;11983655063 / 11942590906;10 - Marina Brands;17/07/2025;;;sim
389;PATRICIA SOUZA BARBOSA;41928268111;08 - Riacho Outlet;23/10/2026;13/07;;sim
390;SOFIA ALMEIDA ROCHA;71987167233;12 - Bairro Alto Prime;08/11/2026;07/09;07/09/2003;sim
391;FELIPE CARDOSO DIAS;85942616349;09 - Capital Distrito;21/03/2019;08/11;08/11/2006;sim
392;ISABELA MARTINS MARTINS;61990100466;14 - Baixada Outlet;27/03/2018;06/12;;sim
393;JOAO CORREIA CAMPOS;85918394477;06 - Campo Belo Centro;07/04/2026;;;sim
394;GUSTAVO OLIVEIRA ALMEIDA;81913697760;07 - Serra Alta Porto;03/02/2019;03/08;03/08/2007;sim
395;ALINE MELO BARBOSA;21944494941;07 - Serra Alta Porto;01/12/2023;26/11;26/11/1963;sim
396;RODRIGO CASTRO MARTINS;51955741391 / 48996683485;14 - Baixada Outlet;28/10/2023;18/06;;sim
397;MARCOS CARDOSO CARVALHO;11928744395;14 - Baixada Outlet;21/04/2025;09/12;;sim
398;MARCOS NASCIMENTO GOMES;47978818584;02 - Vale Verde Brands;15/12/2023;;;nao
399;PAULO SOUZA CORREIA;41920610475;02 - Vale Verde Brands;26/01/2021;09/11;;sim
400;PAULO CARDOSO TEIXEIRA;71929835199;05 - Porto Sereno Praia;01/06/2018;16/07;16/07/1987;sim
401;MARIA CARVALHO SILVA;81979856191;05 - Porto Sereno Praia;22/06/2026;03/07;;sim
402;MATEUS TEIXEIRA ROCHA;71931417752;15 - Metrô Outlet;21/01/2024;21/01;;sim
403;DIEGO CASTRO OLIVEIRA;71922600743;13 - Rio Claro Distrito;08/04/2026;;;sim
404;MATEUS ALMEIDA SOUZA;62953604979;10 - Marina Brands;26/08/2018;28/12;28/12/2004;sim
405;VINICIUS SILVA CASTRO;62979409680;09 - Capital Distrito;28/11/2025;25/12;;sim
406;JULIA DIAS ALMEIDA;61921641574;10 - Marina Brands;04/10/2025;01/08;01/08/1989;sim
407;PATRICIA BARBOSA ALVES;61970751515;15 - Metrô Outlet;02/12/2021;26/02;26/02/1986;sim
408;CAMILA LIMA SOUZA;62923393046;02 - Vale Verde Brands;16/02/2024;27/09;;sim
409;FELIPE FERREIRA GOMES;31970610515;12 - Bairro Alto Prime;12/01/2019;;;sim
410;AMANDA TEIXEIRA MARTINS;41934670079;09 - Capital Distrito;21/08/2018;;;sim
411;JOAO FERREIRA ALMEIDA;48948074380;09 - Capital Distrito;20/11/2024;07/08;;sim
412;RODRIGO SOUZA ROCHA;71933601950;11 - Cascata Distrito;07/10/2023;11/01;;sim
413;BEATRIZ MARTINS FERREIRA;71990502671;09 - Capital Distrito;14/05/2023;;;sim
414;PEDRO CAMPOS SILVA;62987012005;10 - Marina Brands;01/10/2023;02/08;;sim
415;ALINE TEIXEIRA ROCHA;71992877876;04 - Porto Leste Aux;03/07/2024;;;sim
416;PAULO CARVALHO CASTRO;11973656148;12 - Bairro Alto Prime;06/03/2025;02/09;02/09/1962;sim
417;LARISSA GOMES DIAS;21934261494;15 - Metrô Outlet;04/02/2025;16/02;16/02/2007;sim
418;FERNANDA PEREIRA ARAUJO;47915104899;15 - Metrô Outlet;14/01/2021;12/09;;sim
419;LARISSA PEREIRA MARTINS;85910169055 / 62930406860;09 - Capital Distrito;26/09/2024;06/08;06/08/1957;sim
420;GABRIEL CASTRO SANTOS;21959599243;14 - Baixada Outlet;16/07/2026;23/07;23/07/1994;sim
421;VINICIUS FERREIRA SILVA;61947009123;14 - Baixada Outlet;24/07/2019;10/09;;sim
422;CAROLINE RODRIGUES SOUZA;62943032935;07 - Serra Alta Porto;06/03/2020;;;sim
423;ALINE GOMES GOMES;61929921254;15 - Metrô Outlet;24/02/2024;20/04;20/04/1967;nao
424;RODRIGO SILVA MELO;81961858474;08 - Riacho Outlet;27/05/2021;04/10;;sim
425;JOAO ROCHA ALVES;51910631104;07 - Serra Alta Porto;17/12/2023;;;sim
426;MARIA RIBEIRO GOMES;41980117858;02 - Vale Verde Brands;19/06/2019;16/07;16/07/1958;sim
427;RODRIGO ALMEIDA NASCIMENTO;21946039069 / 81910987505;01 - Aurora Prime;11/12/2025;;;sim
428;SOFIA SOUZA CAMPOS;85933195920;08 - Riacho Outlet;16/08/2022;23/05;;sim
429;VINICIUS CARVALHO CARDOSO;85984541946;05 - Porto Sereno Praia;12/05/2022;;;nao
430;JESSICA OLIVEIRA ALMEIDA;48975444265;01 - Aurora Prime;01/06/2018;07/08;07/08/1997;sim
431;GUSTAVO OLIVEIRA CAMPOS;31985711534;04 - Porto Leste Aux;09/07/2019;14/06;14/06/1955;sim
432;CAMILA OLIVEIRA BARBOSA;61944950103;10 - Marina Brands;17/07/2024;06/03;06/03/1961;sim
433;DIEGO MARTINS SILVA;11920363282;14 - Baixada Outlet;19/09/2024;;;sim
434;DIEGO ALVES CARVALHO;47934298189;02 - Vale Verde Brands;17/02/2020;;;sim
435;ISABELA CARDOSO CAMPOS;31994711739;04 - Porto Leste Aux;04/01/2026;;;sim
436;GABRIEL NASCIMENTO CARDOSO;11924796978;14 - Baixada Outlet;15/12/2020;25/08;;sim
437;ISABELA CORREIA GOMES;41992905694;07 - Serra Alta Porto;28/07/2021;;;sim
438;AMANDA FERREIRA FERREIRA;21999482120;06 - Campo Belo Centro;20/12/2020;16/12;16/12/1963;sim
439;AMANDA ROCHA ALMEIDA;62968968560;10 - Marina Brands;15/07/2023;;;sim
440;RODRIGO ALVES SILVA;48941654283;10 - Marina Brands;28/09/2023;21/02;21/02/2007;nao
441;GABRIEL CORREIA BARBOSA;;62944859799;16/03/2022;20/11;20/11/1959;sim
442;ISABELA SANTOS NASCIMENTO;81922179380;14 - Baixada Outlet;23/01/2026;04/09;04/09/1966;nao
443;PATRICIA ALVES ALVES;62919663028;10 - Marina Brands;19/03/2023;12/01;;nao
444;ALINE CASTRO CARDOSO;11920818583;09 - Capital Distrito;01/08/2024;10/04;10/04/1963;sim
445;JOAO SILVA LIMA;61969409442;11 - Cascata Distrito;24/10/2018;14/11;14/11/1964;nao
446;BEATRIZ PEREIRA DIAS;62916163986;01 - Aurora Prime;04/09/2020;07/04;07/04/1993;sim
447;ALINE SILVA SANTOS;61975914648;10 - Marina Brands;26/01/2020;03/04;03/04/1977;sim
448;AMANDA TEIXEIRA SILVA;11915803508;09 - Capital Distrito;26/05/2026;26/02;;sim
449;DIEGO TEIXEIRA ROCHA;85941788741;01 - Aurora Prime;26/02/2022;11/07;11/07/1967;sim
450;ISABELA OLIVEIRA DIAS;51954573274;04 - Porto Leste Aux;12/06/2024;24/07;24/07/2001;sim
451;VINICIUS DIAS RIBEIRO;61950410381;05 - Porto Sereno Praia;17/12/2022;;;sim
452;PAULO CAMPOS CASTRO;51939440082;08 - Riacho Outlet;01/01/2018;;;sim
453;HELENA ARAUJO CORREIA;62945867294;06 - Campo Belo Centro;27/06/2019;07/03;07/03/1998;sim
454;JESSICA SOUZA RIBEIRO;51929602134;06 - Campo Belo Centro;21/10/2024;23/01;23/01/1958;sim
455;JULIA CASTRO ARAUJO;41997681010;10 - Marina Brands;23/09/2025;11/02;11/02/1982;sim
456;JESSICA CASTRO ALVES;62999420122;01 - Aurora Prime;17/12/2019;01/11;;nao
457;CARLOS CORREIA ALMEIDA;41941940978;13 - Rio Claro Distrito;06/04/2023;01/10;01/10/1963;sim
458;RAFAEL MELO NASCIMENTO;21975700670;10 - Marina Brands;07/03/2019;19/04;19/04/1984;sim
459;AMANDA NASCIMENTO RODRIGUES;81914577740;13 - Rio Claro Distrito;26/04/2021;12/03;12/03/1994;sim
460;SOFIA CORREIA CARVALHO;11983826248;15 - Metrô Outlet;02/08/2021;24/02;;sim
461;LORENA DIAS TEIXEIRA;62921785727;12 - Bairro Alto Prime;08/11/2022;12/07;12/07/2007;sim
462;LETICIA GOMES CARDOSO;41947686029;09 - Capital Distrito;09/10/2018;15/01;15/01/1985;sim
463;PAULO SANTOS LIMA;41968732641;11 - Cascata Distrito;17/11/2026;16/09;16/09/1959;sim
464;BEATRIZ OLIVEIRA CARDOSO;81929316066;04 - Porto Leste Aux;07/09/2022;;;sim
465;HELENA ALVES DIAS;81934249814;13 - Rio Claro Distrito;14/08/2022;09/05;09/05/1972;sim
466;PAULO FERREIRA NASCIMENTO;62943812701;12 - Bairro Alto Prime;27/01/2020;23/04;23/04/1989;sim
467;JOAO BARBOSA RODRIGUES;85958636951;09 - Capital Distrito;05/04/2020;16/11;16/11/1989;nao
468;RAFAEL CAMPOS CORREIA;62930464863;08 - Riacho Outlet;16/08/2018;18/08;18/08/1982;sim
469;LORENA SOUZA PEREIRA;51944528741;08 - Riacho Outlet;20/05/2025;10/02;10/02/1998;nao
470;MARIA PEREIRA ROCHA;85916333480;02 - Vale Verde Brands;02/12/2022;;;sim
471;JOSE OLIVEIRA ARAUJO;41951713650;11 - Cascata Distrito;21/02/2019;20/04;20/04/1963;sim
472;GUSTAVO RODRIGUES ROCHA;81965521794;14 - Baixada Outlet;27/02/2019;19/11;19/11/1991;sim
473;MATEUS TEIXEIRA TEIXEIRA;71989379455;11 - Cascata Distrito;24/07/2021;07/01;07/01/2003;nao
474;MARCOS TEIXEIRA RODRIGUES;41934855246;08 - Riacho Outlet;09/12/2019;;;nao
475;LUCAS MARTINS CORREIA;61982677886;15 - Metrô Outlet;18/10/2023;06/04;06/04/1999;sim
476;HELENA MARTINS SANTOS;71977139930;07 - Serra Alta Porto;09/03/2023;;;sim
477;PEDRO NASCIMENTO ARAUJO;62917342084;12 - Bairro Alto Prime;01/06/2021;;;sim
478;ISABELA CARDOSO ALVES;47980161994;03 - Monte Azul Brands;22/06/2024;23/09;;sim
479;VINICIUS SANTOS BARBOSA;48953698792 / 71982484552;03 - Monte Azul Brands;21/04/2019;21/05;;nao
480;SOFIA SANTOS SANTOS;61985365414;13 - Rio Claro Distrito;09/09/2018;;;nao
481;ISABELA SOUZA ROCHA;47946466459;04 - Porto Leste Aux;18/04/2023;21/05;21/05/1973;sim
482;PATRICIA NASCIMENTO RIBEIRO;41991891868;05 - Porto Sereno Praia;16/07/2025;02/05;;sim
483;FERNANDA ALMEIDA LIMA;21948243948;06 - Campo Belo Centro;20/05/2023;16/10;16/10/1964;sim
484;PATRICIA CAMPOS ALMEIDA;51999066879;11 - Cascata Distrito;04/07/2024;;;sim
485;BEATRIZ BARBOSA PEREIRA;71917348622;08 - Riacho Outlet;22/12/2025;02/08;;sim
486;VINICIUS CORREIA OLIVEIRA;41988084290;06 - Campo Belo Centro;06/04/2020;10/04;10/04/1970;sim
487;VITORIA CORREIA ROCHA;41995792902;10 - Marina Brands;06/09/2020;25/03;25/03/1980;sim
488;PAULO TEIXEIRA MARTINS;85959944148;09 - Capital Distrito;20/09/2024;20/08;20/08/1989;sim
489;RAFAEL RIBEIRO SILVA;41970103968;07 - Serra Alta Porto;28/02/2021;;;sim
490;DANIELA SOUZA GOMES;11918298032;15 - Metrô Outlet;25/05/2024;01/05;;sim
491;CARLOS SILVA CASTRO;71932765961;11 - Cascata Distrito;09/10/2022;07/06;07/06/1980;sim
492;MATEUS ALVES NASCIMENTO;85910373777;01 - Aurora Prime;01/12/2020;03/05;03/05/1979;nao
493;LORENA RIBEIRO CORREIA;62961955219;10 - Marina Brands;06/02/2019;;;sim
494;ROBERTA ARAUJO LIMA;31960423206;04 - Porto Leste Aux;23/11/2024;12/12;12/12/1965;sim
495;JESSICA SANTOS BARBOSA;48994160418;04 - Porto Leste Aux;15/09/2023;15/03;;sim
496;FELIPE SANTOS ALVES;31960391296;14 - Baixada Outlet;02/07/2020;;;sim
497;CARLOS CORREIA PEREIRA;11935580178;11 - Cascata Distrito;10/04/2022;;;sim
498;CAMILA FERREIRA CARDOSO;41996791809;03 - Monte Azul Brands;01/01/2024;01/12;01/12/1958;sim
499;PATRICIA TEIXEIRA CARDOSO;21917666297;13 - Rio Claro Distrito;18/12/2020;;;sim
500;ANA ALVES SILVA;47986513216;15 - Metrô Outlet;19/05/2025;11/03;11/03/1988;sim
501;JOSE CARVALHO LIMA;61951619847;15 - Metrô Outlet;20/11/2019;17/07;17/07/1984;nao
502;BEATRIZ ALMEIDA LIMA;47986063385;11 - Cascata Distrito;16/06/2023;12/09;12/09/1961;nao
503;ALINE ARAUJO ROCHA;41958705270;11 - Cascata Distrito;15/04/2018;27/12;27/12/2003;sim
504;FERNANDA SANTOS FERREIRA;47970925271;04 - Porto Leste Aux;11/08/2026;;;sim
505;CARLOS RIBEIRO RODRIGUES;62929727712;05 - Porto Sereno Praia;11/02/2019;10/04;;sim
506;FELIPE ALVES GOMES;61946370986;01 - Aurora Prime;21/09/2022;;;sim
507;VITORIA PEREIRA FERREIRA;51984117650;09 - Capital Distrito;03/01/2023;19/12;19/12/1983;sim
508;AMANDA SILVA SOUZA;81931663779;11 - Cascata Distrito;18/07/2026;10/06;10/06/1987;sim
509;ANA CARVALHO SOUZA;11929309164;05 - Porto Sereno Praia;12/06/2026;01/06;01/06/2001;sim
510;RODRIGO CASTRO ARAUJO;47950090811;06 - Campo Belo Centro;21/10/2018;20/02;20/02/2005;sim
511;MATEUS MARTINS SILVA;48992218873;11 - Cascata Distrito;22/04/2026;02/03;02/03/2007;sim
512;ISABELA CARDOSO MELO;41926567540;04 - Porto Leste Aux;06/05/2025;19/08;;sim
513;VITORIA DIAS FERREIRA;41945071182;05 - Porto Sereno Praia;15/04/2021;;;sim
514;ALINE MARTINS FERREIRA;71922360147;13 - Rio Claro Distrito;16/02/2021;;;nao
515;PATRICIA CARDOSO DIAS;62937405739;08 - Riacho Outlet;13/04/2019;;;sim
516;MARCOS ARAUJO SOUZA;71984888116;07 - Serra Alta Porto;24/01/2021;02/09;02/09/1980;sim
517;CAMILA GOMES GOMES;71954855062;08 - Riacho Outlet;16/07/2022;16/02;16/02/1985;sim
